2021-04-19 11:21:07,林,お願いします
2021-04-19 11:21:08,勝澤,お願いします
2021-04-19 11:21:09,宍戸,お願いします
2021-04-19 11:21:13,林,テーマが
2021-04-19 11:21:17,勝澤,子供におすすめ
2021-04-19 11:21:21,林,ワクチン8どうでしょう
2021-04-19 11:21:42,林,必要だと思いますね子供って言ってもその子供が対象年齢はちょっとよくわかんないですけどどんくらいなんでしょうね
2021-04-19 11:21:42,林,自分は
2021-04-19 11:21:44,林,中学生か高校生なのか小学生なのか
2021-04-19 11:21:45,勝澤,必要な子供が対象年齢は
2021-04-19 11:21:48,林,どうもますか
2021-04-19 11:21:51,宍戸,小学校ぐらいで行きます
2021-04-19 11:21:51,勝澤,新三郷
2021-04-19 11:21:53,小杉,年齢によって変わるんですか
2021-04-19 11:22:02,勝澤,幼稚園生とかアコメヤないかなぁみたいな
2021-04-19 11:22:02,林,だってなんかその幼稚園生とかあと何かそんないらないかなーみたいに思うんすよね
2021-04-19 11:22:14,林,小学生とかなとまーもある程度単体でずっといくしま幼稚園もそうだけど
2021-04-19 11:22:28,勝澤,三大都市
2021-04-19 11:22:30,林,自分的に小学生からはやっぱ必要なのかなって思います幼稚園はいっかなみたいだからっていう理由はあんまないんすけどなんかなんでしょう
2021-04-19 11:22:35,林,自分は小学生以上は必要だと思います
2021-04-19 11:22:36,勝澤,待って待っています
2021-04-19 11:22:39,林,他に誰か
2021-04-19 11:23:05,勝澤,なるほど
2021-04-19 11:23:37,小杉,他に誰か次スカジャンも自分の意見としてはワクチンは必要であるという風に思いますその理由としては先ほどの林君とは逆に小さい子の方がより必要なのかなという風に思っていますその理由としましてはマートの大人になればなるほど体も丈夫になってくるのでまぁ何か病気になったとしても深刻な症状が起きてしまうっていうのはあまり見られないのかなってその小さい子に比べてはその深刻な症状になりにくいっていう電話があると思っていてもそのぶん小さい子はまインフルエンザってあったりっての大人がかかるのとは幼稚園児だったり乳幼児がかかるのでは全く症状が変わってきてしまっという風に思うのでワクチンは必要であることに加え
2021-04-19 11:23:37,小杉,エテ
2021-04-19 11:23:42,小杉,小さい子の方が必要なのかなっていうふうには思います
2021-04-19 11:24:17,勝澤,そうですね自分もえっとワクチン打つことには賛成なんですけれどもえーとやっぱワクチンを打ったとしてもある程度の免疫力がないとそのワクチンに負けて逆にかかってしまうっていうこともあるのでまあ幼すぎることかちょっと年を取り過ぎてしまってる人に対してワクチンを打つっていうのは逆効果になる可能性もあるのかなっていう風に自分は思いますね
2021-04-19 11:24:30,勝澤,これからそういう意味
