2021-04-10 11:36:27,林,牛乳を飲むことは人間にとって健康ですかっていうことで
2021-04-10 11:36:38,林,では健康だと思います牛乳の成分はたくさん色々あって
2021-04-10 11:36:41,林,健康だと思います
2021-04-10 11:36:45,林,他に誰かいますか
2021-04-10 11:36:48,林,なんかある人は
2021-04-10 11:37:03,川口,自分もちなみに牛乳を飲むことに対してまあ健康ではあると思いますね
2021-04-10 11:37:11,川口,理由としてはまあよく小さい頃から
2021-04-10 11:37:19,川口,お母さんやお父さんに牛乳飲めば骨強くなるよみたいなま本当かどうかわかんないすけど
2021-04-10 11:37:35,川口,それを言われ続けてまあその身体からだってか頭の中にも牛乳っていうのは健康っていう知識がもう入っちゃってるんで自分はもう健康であると思います
2021-04-10 11:37:43,林,他のお二方はどうですか
2021-04-10 11:38:06,宍戸,は健康ではとっくに健康でもないと思います牛乳嫌いな人って結構いると思ってて飲まなくてもその健やかに育ってる人たちはいると思うので別に健康でもないと思います
2021-04-10 11:38:34,小杉,自分は牛乳飲むの健康ではないのかなっていう風に思いますま牛乳を飲むことによってもお腹を下してしまう人とかがいるのでわざわざ牛乳で栄養を取る必要性はないのではないかなっていうふうに思います
2021-04-10 11:38:43,林,でも牛乳ってなんか超超ってか乳酸乳酸だっけなんかが腸を整える
2021-04-10 11:38:43,林,じゃない
2021-04-10 11:38:46,林,それって健康なんじゃないんですか
2021-04-10 11:38:53,林,なんか牛乳ってめっちゃいろんな栄養成分入ってるじゃないですかそれで健康になるんじゃないんですか
2021-04-10 11:39:06,林,と思います中はあとカルシウムが入ってるからビタミンと一緒に摂ったら身長伸びるみたいな
2021-04-10 11:39:14,林,結構自分は牛乳大好きです
2021-04-10 11:39:20,川口,大好き
2021-04-10 11:39:36,小杉,いや牛乳を飲むことによってもお腹を下してしまう行ったりも体も不調になってしまうことは果たして健康であるか
2021-04-10 11:39:43,林,腸を活発にしてるんであって
2021-04-10 11:39:50,林,悪いってわけじゃないですかその
2021-04-10 11:39:59,林,自分は自分はちなみに朝昼夜
2021-04-10 11:40:03,林,寝るときは基本毎日の毎回飲んでるんで
2021-04-10 11:40:07,林,マジで好きですね
2021-04-10 11:40:09,林,L くらい飲んでるんで
2021-04-10 11:40:21,川口,まあちょっと変な話になっちゃうかもしれないですけども牛乳っていうのは魅力じゃないですか
2021-04-10 11:40:25,川口,飯食ったよはま母乳じゃないすか
2021-04-10 11:40:34,川口,小さい頃にまた部が赤ちゃんだったら誰でも見る降ってるねじゃねえや母乳だったりを飲むと思うんすよ
2021-04-10 11:40:45,川口,そこでじゃなんで飲ませるの健康になるからこそを飲ませるんじゃないかなと自分思いますけど
2021-04-10 11:41:01,小杉,そうですね
2021-04-10 11:41:02,川口,餡玉 LINE 来たから大丈夫
2021-04-10 11:41:17,小杉,家でも胃酸過多さんがまだすげーの成分ともうお母さんのも母乳飲んで育つと思うんですけどもその成分は別だと思っていて
2021-04-10 11:41:37,小杉,赤ちゃんに必要な成分が入ってるから傘飲むだけであってその普通のは成人と言うかもう大人になったりまあ誠もそうですけどその赤ちゃんじゃない
2021-04-10 11:41:41,小杉,は飲まないじゃないですか
2021-04-10 11:42:20,小杉,で大人になるには
2021-04-10 11:42:41,川口,今その牛乳飲んでなくて健康じゃない人もいっぱいいるってのは回してるんですけどそのそもそもの話が牛乳だったりミルクだったりってのは健康になってみれ降ったり止ん健康かどうかっていう飲むことがそれに飲むことが対して健康かどうかって話なんで飲まない人がいるけど健康になってるというのはまたちょっと別だと思いますけど
2021-04-10 11:43:19,林,なんか焼酎のころって給食で牛乳なかったですか
2021-04-10 11:43:24,林,なんか健康じゃないのに逆に牛乳って
2021-04-10 11:43:26,林,早くないですか
2021-04-10 11:44:01,林,腕も確かなんだっけ体の調子を整える飲み物じゃなかったっけちょっとよくわかんないですけど成分が
2021-04-10 11:44:10,小杉,つりヨーグルトとかじゃない
2021-04-10 11:44:10,林,牛乳
