2021-04-09 01:58:10,名前未設定,じゃあえっとここから実験ということで今日テーマ二つやって行くんだけどまず一個目テーマにに関しては宿題をやる有用性ってことでこのあとグループディスカッションまず第1回目やってもらいます時間の方は15分とするんだけど今13時57分なので59分には5時8分だったんだけど59分になったら塩文化始めましょうじゃあ59になったらスタートというのでしたら始めてください
2021-04-09 01:59:04,名前未設定,グループディスカッション開催
2021-04-09 01:59:22,名前未設定,宿題をやるよう要請としますまずその反対やる反対かそれと賛成かみたいのから決めといてます
2021-04-09 01:59:52,名前未設定,まあやる方に賛成ですかねでもまあなんて言うんでしょ自分的に対象がまずダメなのかっていうところで小学生の中学生のか高校生なのか自分的に焼酎までは宿題やる賛成なんすけど高校だと反対って思ってます
2021-04-09 01:59:56,名前未設定,この方はどうでしょうか
2021-04-09 02:00:01,名前未設定,これは反対していて
2021-04-09 02:00:21,名前未設定,若い天壇的にまともに宿題をやってこなかったのでめ金なんかかなり頭に入れるんじゃなくて手でひたすら作業をするっていう印象だったんで全く身にならなかったのかなって言う
2021-04-09 02:00:24,名前未設定,反対です
2021-04-09 02:00:27,名前未設定,お願いします
2021-04-09 02:00:51,名前未設定,自分は賛成ですもう宿題に意味があるかどうかというよりはマシその宿題という待たされたことに対してはしっかりやらなければいけないことをやるということに意味がを感じると思ってあ宿題性力には有用性はあるが皮膚に甘えます
2021-04-09 02:00:56,名前未設定,中川万葉大して
2021-04-09 02:01:02,名前未設定,宿題テーマ
2021-04-09 02:01:07,名前未設定,猫はないと思うんでまあ反対したい
2021-04-09 02:01:48,名前未設定,メロンそれって宿題やんないとなんか成績とか伸びなくないですか発生しないんだかないっていう話になったらそれだったら学校の授業で伸びるように勉強させろとは思いますけどね自分的にその
2021-04-09 02:02:06,名前未設定,今日するとこだから学校でそのまとめてほしいと勉強考えられる自分のその頭自分が止まってから他の子供達が家でも勉強しないような工夫をしてくれるならそんな子っていうものじゃないのかなって思ってます
2021-04-09 02:02:10,名前未設定,家でも
2021-04-09 02:02:20,名前未設定,林君が焼酎が宿題有田入ってて
2021-04-09 02:02:56,名前未設定,俺は清水先生がそのちゃんと教えてくれってさっきかずや君が言ってたけど勉強の楽しさ教えてほしいな宿題を出されると結局勉強に対して凄い抵抗感を抱くので漢字をひたすらかけて言われたことがすごく抵抗を覚えたしそういったところで何か勉強の楽しさ教えて自主的になんか誘導するような方法が他にないのかなって思いました
2021-04-09 02:03:06,名前未設定,自分が思うにそんな中して欲しいとか思って正直ほぼいないと思うんですよ
2021-04-09 02:03:58,名前未設定,絶対スケート
2021-04-09 02:05:09,名前未設定,ことが出来なかったら大人になってもやらなければできないことはあいうえお
2021-04-09 02:05:19,名前未設定,もちろん仕事は好きなものを仕事にしてる人いると思うんですけれどもそんなから嫌なこととか絶対あると思うんで
2021-04-09 02:05:26,名前未設定,なんでも練習ではないですけど意味はあるじゃないか
2021-04-09 02:05:41,名前未設定,学歴とか関係なしにそもそもの人間性を鍛えるために宿題があった方がいいっていう考え
2021-04-09 02:06:11,名前未設定,mastro 一つの考え助川でさっき授業だけで完結させるって言ってたけどまぁぶっちゃけ10秒だけで覚えられるならもう15だけでいいと思うけれどもそんな人は真似数少ないと思うからはでは普通飲ま受験勉強をまだ医学とかまみんな自分がさせるためにも何回も復習してやると思うけどじゃなんでそれ何回も減るって別に一回でいいなら1回しかやる必要ないやんって言う
2021-04-09 02:06:21,名前未設定,無理だからこそ授業でやらせて活動は強制的じゃないけども復習をやらせる意味で宿題を出してるっていうあるじゃないか
2021-04-09 02:06:29,名前未設定,マダムチョコの勉強って
2021-04-09 02:06:36,名前未設定,勉強とかもそうだけど自分がしなきゃいけないからこそ勉強をするっていう考え
2021-04-09 02:06:42,名前未設定,宿題ってのはそもそも自分が必要としてるものではないじゃん
